scenario_name,family,graph_path,graph_relpath,source_file,window_start,window_end,num_nodes,num_edges,num_node_features,num_edge_features,num_labeled_nodes,num_positive_nodes,num_negative_nodes,num_unknown_nodes,split
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_050500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_050500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T05:05:00,2011-08-13T05:10:00,625,622,24,11,4,0,4,621,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_051000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_051000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T05:10:00,2011-08-13T05:15:00,1198,1204,24,11,4,0,4,1194,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_051500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_051500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T05:15:00,2011-08-13T05:20:00,689,834,24,11,5,0,5,684,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_052000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_052000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T05:20:00,2011-08-13T05:25:00,585,688,24,11,5,0,5,580,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_052500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_052500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T05:25:00,2011-08-13T05:30:00,692,830,24,11,5,0,5,687,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_053000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_053000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T05:30:00,2011-08-13T05:35:00,638,772,24,11,5,0,5,633,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_053500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_053500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T05:35:00,2011-08-13T05:40:00,636,706,24,11,5,0,5,631,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_054000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_054000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T05:40:00,2011-08-13T05:45:00,602,643,24,11,5,0,5,597,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_054500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_054500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T05:45:00,2011-08-13T05:50:00,536,548,24,11,5,0,5,531,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_055000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_055000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T05:50:00,2011-08-13T05:55:00,587,578,24,11,7,2,5,580,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_055500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_055500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T05:55:00,2011-08-13T06:00:00,558,576,24,11,5,0,5,553,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_060000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_060000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T06:00:00,2011-08-13T06:05:00,556,580,24,11,4,0,4,552,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_060500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_060500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T06:05:00,2011-08-13T06:10:00,631,638,24,11,4,0,4,627,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_061000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_061000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T06:10:00,2011-08-13T06:15:00,576,562,24,11,5,0,5,571,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_061500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_061500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T06:15:00,2011-08-13T06:20:00,545,541,24,11,4,0,4,541,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_062000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_062000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T06:20:00,2011-08-13T06:25:00,542,545,24,11,4,0,4,538,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_062500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_062500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T06:25:00,2011-08-13T06:30:00,584,605,24,11,4,0,4,580,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_063000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_063000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T06:30:00,2011-08-13T06:35:00,582,619,24,11,5,0,5,577,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_063500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_063500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T06:35:00,2011-08-13T06:40:00,553,568,24,11,5,0,5,548,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_064000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_064000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T06:40:00,2011-08-13T06:45:00,624,600,24,11,4,0,4,620,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_064500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_064500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T06:45:00,2011-08-13T06:50:00,584,589,24,11,5,0,5,579,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_065000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_065000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T06:50:00,2011-08-13T06:55:00,565,582,24,11,5,0,5,560,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_065500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_065500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T06:55:00,2011-08-13T07:00:00,617,621,24,11,6,2,4,611,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_070000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_070000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T07:00:00,2011-08-13T07:05:00,578,593,24,11,5,0,5,573,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_070500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_070500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T07:05:00,2011-08-13T07:10:00,551,573,24,11,4,0,4,547,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_071000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_071000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T07:10:00,2011-08-13T07:15:00,570,590,24,11,5,0,5,565,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_071500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_071500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T07:15:00,2011-08-13T07:20:00,538,539,24,11,5,0,5,533,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_072000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_072000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T07:20:00,2011-08-13T07:25:00,579,591,24,11,5,0,5,574,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_072500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_072500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T07:25:00,2011-08-13T07:30:00,654,642,24,11,5,0,5,649,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_073000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_073000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T07:30:00,2011-08-13T07:35:00,614,620,24,11,5,0,5,609,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_073500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_073500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T07:35:00,2011-08-13T07:40:00,1420,1620,24,11,7,1,6,1413,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_074000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_074000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T07:40:00,2011-08-13T07:45:00,1273,1430,24,11,7,1,6,1266,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_074500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_074500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T07:45:00,2011-08-13T07:50:00,612,613,24,11,4,0,4,608,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_075000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_075000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T07:50:00,2011-08-13T07:55:00,634,637,24,11,4,0,4,630,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_075500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_075500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T07:55:00,2011-08-13T08:00:00,1004,1024,24,11,7,2,5,997,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_080000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_080000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T08:00:00,2011-08-13T08:05:00,731,753,24,11,5,0,5,726,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_080500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_080500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T08:05:00,2011-08-13T08:10:00,809,817,24,11,4,0,4,805,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_081000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_081000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T08:10:00,2011-08-13T08:15:00,768,796,24,11,5,0,5,763,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_081500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_081500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T08:15:00,2011-08-13T08:20:00,1011,1037,24,11,4,0,4,1007,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_082000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_082000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T08:20:00,2011-08-13T08:25:00,574,580,24,11,6,0,6,568,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_082500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_082500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T08:25:00,2011-08-13T08:30:00,865,880,24,11,5,0,5,860,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_083000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_083000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T08:30:00,2011-08-13T08:35:00,990,1021,24,11,5,0,5,985,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_083500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_083500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T08:35:00,2011-08-13T08:40:00,662,677,24,11,5,0,5,657,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_084000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_084000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T08:40:00,2011-08-13T08:45:00,626,629,24,11,6,1,5,620,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_084500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_084500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T08:45:00,2011-08-13T08:50:00,634,654,24,11,5,1,4,629,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_085000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_085000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T08:50:00,2011-08-13T08:55:00,608,599,24,11,5,1,4,603,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_085500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_085500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T08:55:00,2011-08-13T09:00:00,662,667,24,11,6,2,4,656,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_090000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_090000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T09:00:00,2011-08-13T09:05:00,657,665,24,11,6,1,5,651,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_090500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_090500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T09:05:00,2011-08-13T09:10:00,685,680,24,11,5,0,5,680,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_091000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_091000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T09:10:00,2011-08-13T09:15:00,664,640,24,11,4,0,4,660,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_091500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_091500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T09:15:00,2011-08-13T09:20:00,668,687,24,11,4,0,4,664,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_092000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_092000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T09:20:00,2011-08-13T09:25:00,639,626,24,11,5,1,4,634,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_092500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_092500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T09:25:00,2011-08-13T09:30:00,620,620,24,11,5,0,5,615,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_093000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_093000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T09:30:00,2011-08-13T09:35:00,611,609,24,11,5,0,5,606,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_093500.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_093500.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T09:35:00,2011-08-13T09:40:00,633,640,24,11,4,0,4,629,train
CTU-Malware-Capture-Botnet-44,Rbot,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_094000.pt,CTU-Malware-Capture-Botnet-44\CTU-Malware-Capture-Botnet-44__20110813_094000.pt,data/rbotFamily/CTU-Malware-Capture-Botnet-44/capture20110812.binetflow,2011-08-13T09:40:00,2011-08-13T09:45:00,665,669,24,11,5,0,5,660,train
